"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"SVK","Slovak Republic","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",12125,,
"SVK","Slovak Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",436,,
"SVK","Slovak Republic","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",506,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",6800,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",5525,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",3491,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",2432,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",2439,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",1383,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",2876,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",3146,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",4008,,
"ESP","Spain","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",6354,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",683,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",488,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",316,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",237,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",200,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",105,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",55,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",153,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",141,,
"ESP","Spain","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",596,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2010","2010",36524,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2011","2011",37499,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2012","2012",38541,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2013","2013",39638,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2014","2014",40637,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2015","2015",40919,"B","Break"
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2016","2016",42017,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2017","2017",42945,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2018","2018",43967,,
"SWE","Sweden","TNBD","Total number of doctors","TOT","Total","2019","2019",44046,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",27926,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",28393,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",28867,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",29304,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",29608,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",27011,"B","Break"
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",27788,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",28452,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",29238,,
"SWE","Sweden","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",29437,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",8598,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",9106,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",9674,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",10334,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",11029,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",10756,"B","Break"
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",11477,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",12023,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",12639,,
"SWE","Sweden","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",12934,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",810,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",739,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",754,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",864,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",940,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",717,"B","Break"
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",776,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",645,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",737,,
"SWE","Sweden","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",750,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2010","2010",103978,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2011","2011",105009,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2012","2012",106066,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2013","2013",107140,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2014","2014",107988,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2015","2015",107529,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2016","2016",108670,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2017","2017",109781,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2018","2018",110707,,
"SWE","Sweden","TNBN","Total number of nurses","TOT","Total","2019","2019",111533,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",101244,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",102245,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",103274,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",104288,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",105021,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",104241,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",105225,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",106208,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",107002,,
"SWE","Sweden","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",107722,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",2734,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",2764,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",2792,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",2852,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",2967,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",3141,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",3316,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",3458,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",3594,,
"SWE","Sweden","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",3700,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",127,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",142,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",142,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",169,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",175,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",186,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",217,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",196,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",194,,
"SWE","Sweden","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",216,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2010","2010",30273,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2011","2011",30849,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2012","2012",31858,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2013","2013",33242,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2014","2014",34348,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2015","2015",35325,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2016","2016",36175,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2017","2017",36900,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2018","2018",37525,,
"CHE","Switzerland","TNBD","Total number of doctors","TOT","Total","2019","2019",37882,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",22969,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",23041,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",23249,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",23486,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",23870,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",24187,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",24275,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",24330,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",24259,,
"CHE","Switzerland","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",24127,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",7304,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",7808,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",8609,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",9756,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",10478,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",11138,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",11900,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",12570,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",13266,,
"CHE","Switzerland","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",13755,,
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2010","2010",58508,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2011","2011",60674,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2012","2012",62103,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2013","2013",64620,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2014","2014",66445,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2015","2015",68785,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2016","2016",70866,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2017","2017",71005,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2018","2018",72521,"D","Difference in methodology"
"CHE","Switzerland","TNBN","Total number of nurses","TOT","Total","2019","2019",74245,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",18460,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",20952,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",27581,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",33515,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",35129,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",39509,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",42217,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",42974,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",42925,"D","Difference in methodology"
"CHE","Switzerland","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",46741,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",8618,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",9037,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",11553,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",15872,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",16756,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",17765,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",18352,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",18403,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",18122,"D","Difference in methodology"
"CHE","Switzerland","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",19208,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",31430,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",30685,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",22969,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",15233,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",14560,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",11511,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",10297,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",9628,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",11474,"D","Difference in methodology"
"CHE","Switzerland","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",8296,"D","Difference in methodology"
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2010","2010",123447,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2011","2011",126029,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2012","2012",129772,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2013","2013",133775,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2014","2014",135616,,
"TUR","Türkiye","TNBD","Total number of doctors","TOT","Total","2015","2015",141259,,
"TUR","Türkiye","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",123189,,
"TUR","Türkiye","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",125768,,
"TUR","Türkiye","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",129510,,
"TUR","Türkiye","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",133513,,
"TUR","Türkiye","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",135354,,
"TUR","Türkiye","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",140997,,
"TUR","Türkiye","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",258,"D","Difference in methodology"
"TUR","Türkiye","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",261,"D","Difference in methodology"
"TUR","Türkiye","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",262,"D","Difference in methodology"
"TUR","Türkiye","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",262,"D","Difference in methodology"
"TUR","Türkiye","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",262,"D","Difference in methodology"
"TUR","Türkiye","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",262,"D","Difference in methodology"
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2010","2010",114772,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2011","2011",124982,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2012","2012",134906,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2013","2013",139544,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2014","2014",142432,,
"TUR","Türkiye","TNBN","Total number of nurses","TOT","Total","2015","2015",152803,,
"TUR","Türkiye","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",114607,,
"TUR","Türkiye","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",124792,,
"TUR","Türkiye","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",134657,,
"TUR","Türkiye","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",139227,,
"TUR","Türkiye","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",142033,,
"TUR","Türkiye","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",152347,,
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",165,"D","Difference in methodology"
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",190,"D","Difference in methodology"
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",249,"D","Difference in methodology"
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",317,"D","Difference in methodology"
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",399,"D","Difference in methodology"
"TUR","Türkiye","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",456,"D","Difference in methodology"
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2010","2010",155310,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2011","2011",158439,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2012","2012",160378,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2013","2013",169015,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2014","2014",172721,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2015","2015",166324,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2016","2016",168801,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2017","2017",171527,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2018","2018",174845,,
"GBR","United Kingdom","TNBD","Total number of doctors","TOT","Total","2019","2019",191326,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",104060,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",107353,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",109421,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",115036,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",117968,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",110383,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",113530,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",115005,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",115508,,
"GBR","United Kingdom","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",123337,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",46276,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",46399,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",46518,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",48980,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",49160,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",45732,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",47905,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",49164,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",51115,,
"GBR","United Kingdom","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",58053,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",5003,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",4720,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",4469,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",5019,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",5600,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",10254,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",7395,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",7397,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",8260,,
"GBR","United Kingdom","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",9952,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",5945,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",5189,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",5951,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",5459,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",5939,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",4980,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",5649,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",6331,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",8170,,
"GBR","United Kingdom","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",11020,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2010","2010",629029,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2011","2011",631625,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2012","2012",634672,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2013","2013",638189,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2014","2014",644473,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2015","2015",650743,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2016","2016",650638,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2017","2017",647678,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2018","2018",652651,,
"GBR","United Kingdom","TNBN","Total number of nurses","TOT","Total","2019","2019",660213,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",549517,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",550709,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",552418,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",553642,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",555303,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",553850,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",547734,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",546722,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",550016,,
"GBR","United Kingdom","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",553453,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",70750,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",72586,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",74334,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",77090,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",82060,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",90157,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",96687,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",95194,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",97222,,
"GBR","United Kingdom","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",101510,,
